train_loss,epoch,step,val_loss
0.23542994260787964,0,49,
0.2923867702484131,0,99,
0.2311285138130188,0,149,
0.2262347936630249,0,199,
0.2674211263656616,0,249,
0.2328794002532959,0,299,
0.52327561378479,0,349,
0.22894679009914398,0,399,
0.23094460368156433,0,449,
0.19082903861999512,0,499,
0.27624136209487915,0,549,
0.21332213282585144,0,599,
0.30645450949668884,0,649,
,0,652,21.235910415649414
0.2136804461479187,1,699,
0.21915292739868164,1,749,
0.25897490978240967,1,799,
0.2547411024570465,1,849,
56.138999938964844,1,899,
0.23239368200302124,1,949,
0.2437363862991333,1,999,
0.23264816403388977,1,1049,
0.22187155485153198,1,1099,
0.3250080645084381,1,1149,
0.25630173087120056,1,1199,
0.2352854609489441,1,1249,
1.8957242965698242,1,1299,
,1,1305,21.235197067260742
0.87923264503479,2,1349,
0.22508113086223602,2,1399,
0.5801945328712463,2,1449,
0.3189745247364044,2,1499,
0.23431670665740967,2,1549,
0.23453448712825775,2,1599,
0.2184787541627884,2,1649,
0.23553308844566345,2,1699,
0.19572429358959198,2,1749,
0.5400649309158325,2,1799,
0.8730954527854919,2,1849,
0.21451862156391144,2,1899,
0.3364447355270386,2,1949,
,2,1958,21.232820510864258
0.20946557819843292,3,1999,
7.849490642547607,3,2049,
0.21771329641342163,3,2099,
0.21461717784404755,3,2149,
0.2807101011276245,3,2199,
0.32986053824424744,3,2249,
0.1746484339237213,3,2299,
3.1720354557037354,3,2349,
0.2485617846250534,3,2399,
0.2047688364982605,3,2449,
0.19600071012973785,3,2499,
0.23885521292686462,3,2549,
0.22004473209381104,3,2599,
,3,2611,21.23459815979004
0.2051963210105896,4,2649,
0.2042631357908249,4,2699,
0.4667987823486328,4,2749,
0.27397480607032776,4,2799,
0.21859928965568542,4,2849,
0.18082235753536224,4,2899,
0.18582625687122345,4,2949,
0.2347804754972458,4,2999,
0.22928491234779358,4,3049,
0.24157634377479553,4,3099,
0.22658073902130127,4,3149,
0.20553018152713776,4,3199,
0.20445165038108826,4,3249,
,4,3264,21.235248565673828
0.33772239089012146,5,3299,
1.1652007102966309,5,3349,
0.23729939758777618,5,3399,
0.2812742590904236,5,3449,
0.1937350481748581,5,3499,
0.48457199335098267,5,3549,
0.2459922581911087,5,3599,
0.23955798149108887,5,3649,
0.5662476420402527,5,3699,
0.207603320479393,5,3749,
0.6931724548339844,5,3799,
0.24117980897426605,5,3849,
0.2511237561702728,5,3899,
,5,3917,21.236690521240234
0.2043764442205429,6,3949,
0.23949703574180603,6,3999,
0.26853805780410767,6,4049,
0.2538551986217499,6,4099,
0.20391905307769775,6,4149,
0.21048864722251892,6,4199,
0.37213873863220215,6,4249,
0.25768572092056274,6,4299,
0.20072752237319946,6,4349,
0.23734474182128906,6,4399,
0.2578170597553253,6,4449,
0.24741047620773315,6,4499,
0.2616039514541626,6,4549,
,6,4570,21.236846923828125
0.20995201170444489,7,4599,
0.22377806901931763,7,4649,
0.18506652116775513,7,4699,
0.2212754637002945,7,4749,
0.23728035390377045,7,4799,
0.2906348705291748,7,4849,
0.2691051661968231,7,4899,
0.20071132481098175,7,4949,
0.23110172152519226,7,4999,
0.2092314064502716,7,5049,
0.2276330292224884,7,5099,
0.21006599068641663,7,5149,
0.23213157057762146,7,5199,
,7,5223,21.23714828491211
0.26055771112442017,8,5249,
0.2058519572019577,8,5299,
0.19280710816383362,8,5349,
1.5452501773834229,8,5399,
0.22939272224903107,8,5449,
0.5106815099716187,8,5499,
0.21905970573425293,8,5549,
0.21561293303966522,8,5599,
0.20871949195861816,8,5649,
16.87778663635254,8,5699,
0.39752572774887085,8,5749,
0.23496346175670624,8,5799,
0.25461506843566895,8,5849,
,8,5876,21.23750877380371
0.20370793342590332,9,5899,
0.19908978044986725,9,5949,
0.4646361470222473,9,5999,
2.0647990703582764,9,6049,
0.1981242597103119,9,6099,
1.0303913354873657,9,6149,
0.21530775725841522,9,6199,
0.2000751495361328,9,6249,
0.21273788809776306,9,6299,
0.2036421298980713,9,6349,
0.27293169498443604,9,6399,
15.202203750610352,9,6449,
0.24749526381492615,9,6499,
,9,6529,21.2381591796875
